Tarih;Saat;Konu;URL
15.10.2025;09:46;KAP: GRNYO  [ ] GARANTİ YATIRIM ORTAKLIĞI A.Ş.  Özel Durum Açıklaması (Genel);https://www.matriksdata.com/website/matriks-haberler/sirket/5985118-kap-grnyo-garanti-yatirim-ortakligi-a-s-ozel-durum-aciklamasi-genel
15.10.2025;09:46;KAP: IGP PKAF  [ ] İSRA GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. V METROWAY KATILIM GAYRİMENKUL YATIRIM FONU  Genel Açıklama;https://www.matriksdata.com/website/matriks-haberler/sirket/5985116-kap-igp-pkaf-isra-gayrimenkul-ve-girisim-sermayesi-portfoy-yonetimi-a-s-v-metroway-katilim-gayrimenkul-yatirim-fonu-genel-aciklama
15.10.2025;09:45;Günlük Stratejik Bakış (Marbaş Menkul Değerler );https://www.matriksdata.com/website/matriks-haberler/yorum/5985115-gunluk-stratejik-bakis-marbas-menkul-degerler
15.10.2025;09:45;Fransa TÜFE Yıllık  %+1.2  (Beklenti:%  Önceki:%+0.9;https://www.matriksdata.com/website/matriks-haberler/dis-ekonomi/5985111-fransa-tufe-yillik-1-2-beklenti-onceki-0-9
15.10.2025;09:45;Fransa AB Uyumlu TÜFE Yıllık  %+1.1  (Beklenti:%  Önceki:%+0.8;https://www.matriksdata.com/website/matriks-haberler/dis-ekonomi/5985110-fransa-ab-uyumlu-tufe-yillik-1-1-beklenti-onceki-0-8
15.10.2025;09:45;Fransa TÜFE Aylık  %-1  (Beklenti:%  Önceki:%+0.4;https://www.matriksdata.com/website/matriks-haberler/dis-ekonomi/5985109-fransa-tufe-aylik-1-beklenti-onceki-0-4
15.10.2025;09:45;Fransa AB Uyumlu TÜFE Aylık  %-1.1  (Beklenti:%  Önceki:%+0.5;https://www.matriksdata.com/website/matriks-haberler/dis-ekonomi/5985108-fransa-ab-uyumlu-tufe-aylik-1-1-beklenti-onceki-0-5
15.10.2025;09:44;Günlük Piyasa Özeti (Garanti BBVA Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985107-gunluk-piyasa-ozeti-garanti-bbva-yatirim
15.10.2025;09:44;Piyasalarda bugün (İş Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985106-piyasalarda-bugun-is-yatirim
15.10.2025;09:44;Teknik Bülten  (Allbatross Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985105-teknik-bulten-allbatross-yatirim
15.10.2025;09:43;KAP: PHP  [ ] PHİLLİP PORTFÖY YÖNETİMİ A.Ş.  Şirket Genel Bilgi Formu;https://www.matriksdata.com/website/matriks-haberler/sirket/5985104-kap-php-phillip-portfoy-yonetimi-a-s-sirket-genel-bilgi-formu
15.10.2025;09:41;Teknik Bülten (Bulls Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985103-teknik-bulten-bulls-yatirim
15.10.2025;09:41;Günlük Bülten  (Ata Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985102-gunluk-bulten-ata-yatirim
15.10.2025;09:39;Fransa Sosyalist Parti lideri Faure partisinin Zucman vergisi geri getirmeye çalışacağını söyledi;https://www.matriksdata.com/website/matriks-haberler/dis-ekonomi/5985100-fransa-sosyalist-parti-lideri-faure-partisinin-zucman-vergisi-geri-getirmeye-calisacagini-soyledi
15.10.2025;09:39;Foreks Bülteni (Destek Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985099-foreks-bulteni-destek-yatirim
15.10.2025;09:38;KAP: IGP PKAF  [ ] İSRA GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. V METROWAY KATILIM GAYRİMENKUL YATIRIM FONU  Fon İhraç Sözleşmesi;https://www.matriksdata.com/website/matriks-haberler/sirket/5985097-kap-igp-pkaf-isra-gayrimenkul-ve-girisim-sermayesi-portfoy-yonetimi-a-s-v-metroway-katilim-gayrimenkul-yatirim-fonu-fon-ihrac-sozlesmesi
15.10.2025;09:38;Viop Teknik Analiz Raporu (Halk Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985096-viop-teknik-analiz-raporu-halk-yatirim
15.10.2025;09:37;KAP: EPY PODF  [ ] DENİZ PORTFÖY ONBEŞİNCİ SERBEST (DÖVİZ-POUND) FON  Borsa Dışı Repo/Ters Repo Sözleşmesi;https://www.matriksdata.com/website/matriks-haberler/sirket/5985094-kap-epy-podf-deniz-portfoy-onbesinci-serbest-doviz-pound-fon-borsa-disi-repo-ters-repo-sozlesmesi
15.10.2025;09:37;KAP: EPY DOVF  [ ] DENİZ PORTFÖY ONÜÇÜNCÜ SERBEST (DÖVİZ-AVRO) FON  Borsa Dışı Repo/Ters Repo Sözleşmesi;https://www.matriksdata.com/website/matriks-haberler/sirket/5985093-kap-epy-dovf-deniz-portfoy-onucuncu-serbest-doviz-avro-fon-borsa-disi-repo-ters-repo-sozlesmesi
15.10.2025;09:37;KAP: EPY DASF  [ ] DENİZ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON  Borsa Dışı Repo/Ters Repo Sözleşmesi;https://www.matriksdata.com/website/matriks-haberler/sirket/5985092-kap-epy-dasf-deniz-portfoy-onikinci-serbest-doviz-fon-borsa-disi-repo-ters-repo-sozlesmesi
15.10.2025;09:37;Apple 3. çeyrekte yıllık %0.6 artışla 10.8 milyon adet akıllı telefon sattı - IDC verileri;https://www.matriksdata.com/website/matriks-haberler/dis-ekonomi/5985091-apple-3-ceyrekte-yillik-0-6-artisla-10-8-milyon-adet-akilli-telefon-satti-idc-verileri
15.10.2025;09:36;Market Watch (Şeker Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985090-market-watch-seker-yatirim
15.10.2025;09:35;Rusya/Novak: Jeopolitik gerilimler, yaptırımlar ve ticaret savaşları enerji tedarikleri için olan riskler;https://www.matriksdata.com/website/matriks-haberler/enerji/5985089-rusya-novak-jeopolitik-gerilimler-yaptirimlar-ve-ticaret-savaslari-enerji-tedarikleri-icin-olan-riskler
15.10.2025;09:35;Günlük Bülten  (Tacirler Yatırım );https://www.matriksdata.com/website/matriks-haberler/yorum/5985088-gunluk-bulten-tacirler-yatirim
15.10.2025;09:35;Rusya/Novak: Aynı zamanda petrol talebinin artmasını bekliyoruz;https://www.matriksdata.com/website/matriks-haberler/enerji/5985086-rusya-novak-ayni-zamanda-petrol-talebinin-artmasini-bekliyoruz
15.10.2025;09:35;Rusya/Novak: Global petrol talebinde bu yıl 2024 ile aynı seviyede artış bekliyoruz;https://www.matriksdata.com/website/matriks-haberler/enerji/5985085-rusya-novak-global-petrol-talebinde-bu-yil-2024-ile-ayni-seviyede-artis-bekliyoruz
15.10.2025;09:34;Rusya/Novak:  Ayrıca petrol talebinde yükselme görüyoruz;https://www.matriksdata.com/website/matriks-haberler/enerji/5985082-rusya-novak-ayrica-petrol-talebinde-yukselme-goruyoruz
15.10.2025;09:34;Rusya/Novak:  Global enerji talebi, özellikle elektrik enerji talebi büyüyor;https://www.matriksdata.com/website/matriks-haberler/enerji/5985081-rusya-novak-global-enerji-talebi-ozellikle-elektrik-enerji-talebi-buyuyor
15.10.2025;09:33;Varant günlük bülten (Ak Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985079-varant-gunluk-bulten-ak-yatirim
15.10.2025;09:32;Hazine  Günlük Bülten (Gedik Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985077-hazine-gunluk-bulten-gedik-yatirim
15.10.2025;09:31;Yurt Dışı Piyasalar Günlük Bülten  (ALB Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985076-yurt-disi-piyasalar-gunluk-bulten-alb-yatirim
15.10.2025;09:31;Yurt İçi Piyasalar Günlük Bülten (Burgan Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985075-yurt-ici-piyasalar-gunluk-bulten-burgan-yatirim
15.10.2025;09:30;Uluslararası Piyasalar Günlük Bülten (Burgan Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985074-uluslararasi-piyasalar-gunluk-bulten-burgan-yatirim
15.10.2025;09:30;Günlük Bülten (Trive Yatırım Menkul Değerler );https://www.matriksdata.com/website/matriks-haberler/yorum/5985072-gunluk-bulten-trive-yatirim-menkul-degerler
15.10.2025;09:30;TCMB'nin USD cinsi zorunlu karşılıklara uygulayacağı gecelik faiz oranı bugün için % 2,750 olarak açıklandı;https://www.matriksdata.com/website/matriks-haberler/ekonomi/5985071-tcmb-nin-usd-cinsi-zorunlu-karsiliklara-uygulayacagi-gecelik-faiz-orani-bugun-icin-2-750-olarak-aciklandi
15.10.2025;09:29;Sabah Notları   (Ahlatcı Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985070-sabah-notlari-ahlatci-yatirim
15.10.2025;09:27;Günlük Bülten(Şeker Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985068-gunluk-bulten-seker-yatirim
15.10.2025;09:26;KAP:   [EBEBK GOKNR LIDER PLTUR ] BORSA İSTANBUL A.Ş.  BISTECH Pay Piyasası Alım Satım Sistemi Duyurusu;https://www.matriksdata.com/website/matriks-haberler/sirket/5985067-kap-ebebk-goknr-lider-pltur-borsa-istanbul-a-s-bistech-pay-piyasasi-alim-satim-sistemi-duyurusu
15.10.2025;09:26;Türkiye, dünya gıda ihracatından %1,5 pay alıyor;https://www.matriksdata.com/website/matriks-haberler/ekonomi/5985066-turkiye-dunya-gida-ihracatindan-1-5-pay-aliyor
15.10.2025;09:26;KAP:   [ISMEN IYM ] BORSA İSTANBUL A.Ş.  BISTECH Pay Piyasası Alım Satım Sistemi Duyurusu;https://www.matriksdata.com/website/matriks-haberler/sirket/5985065-kap-ismen-iym-borsa-istanbul-a-s-bistech-pay-piyasasi-alim-satim-sistemi-duyurusu
15.10.2025;09:26;Fx Bülten (Şeker Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985064-fx-bulten-seker-yatirim
15.10.2025;09:24;KAP: DERHL  [ ] DERLÜKS YATIRIM HOLDİNG A.Ş.  Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren);https://www.matriksdata.com/website/matriks-haberler/sirket/5985062-kap-derhl-derluks-yatirim-holding-a-s-pay-disinda-sermaye-piyasasi-araci-islemlerine-iliskin-bildirim-faiz-iceren
15.10.2025;09:23;Günlük Bülten (Deniz Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985061-gunluk-bulten-deniz-yatirim
15.10.2025;09:22;Piyasa'dan Kısa Notlar (Başkent Menkul Değerler);https://www.matriksdata.com/website/matriks-haberler/yorum/5985060-piyasa-dan-kisa-notlar-baskent-menkul-degerler
15.10.2025;09:21;Günlük Bülten(Global Menkul Değerler);https://www.matriksdata.com/website/matriks-haberler/yorum/5985059-gunluk-bulten-global-menkul-degerler
15.10.2025;09:20;Günlük Bülten  (Colendi Menkul Değerler);https://www.matriksdata.com/website/matriks-haberler/yorum/5985058-gunluk-bulten-colendi-menkul-degerler
15.10.2025;09:20;Günlük Analiz Bülteni (InvestAZ Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985057-gunluk-analiz-bulteni-investaz-yatirim
15.10.2025;09:19;KAP:   [OZYSR ] KAMUYU AYDINLATMA PLATFORMU  Pay Alım Satım Bildirimi;https://www.matriksdata.com/website/matriks-haberler/sirket/5985055-kap-ozysr-kamuyu-aydinlatma-platformu-pay-alim-satim-bildirimi
15.10.2025;09:18;KAP: BORLS  [ ] BORLEASE OTOMOTİV A.Ş.  Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren);https://www.matriksdata.com/website/matriks-haberler/sirket/5985052-kap-borls-borlease-otomotiv-a-s-pay-disinda-sermaye-piyasasi-araci-islemlerine-iliskin-bildirim-faiz-iceren
15.10.2025;09:17;Teknik Analiz Bülteni (Destek Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985051-teknik-analiz-bulteni-destek-yatirim
15.10.2025;09:17;Ekos Teknoloji ve Elektrik, Cezayir'de yerleşik bir müşteri ile toplam 3.683.472 EUR tutarında sözleşme imzaladı;https://www.matriksdata.com/website/matriks-haberler/sirket/5985050-ekos-teknoloji-ve-elektrik-cezayir-de-yerlesik-bir-musteri-ile-toplam-3-683-472-eur-tutarinda-sozlesme-imzaladi
15.10.2025;09:17;KAP:   [YBTAS ] KAMUYU AYDINLATMA PLATFORMU  Pay Alım Satım Bildirimi;https://www.matriksdata.com/website/matriks-haberler/sirket/5985049-kap-ybtas-kamuyu-aydinlatma-platformu-pay-alim-satim-bildirimi
15.10.2025;09:16;Kısa Vadeli Hisse Önerileri (Destek Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985048-kisa-vadeli-hisse-onerileri-destek-yatirim
15.10.2025;09:16;KAP: EKOS  [ ] EKOS TEKNOLOJİ VE ELEKTRİK A.Ş.  Yeni İş İlişkisi;https://www.matriksdata.com/website/matriks-haberler/sirket/5985047-kap-ekos-ekos-teknoloji-ve-elektrik-a-s-yeni-is-iliskisi
15.10.2025;09:16;BIST Günlük Bülten (İntegral Yatırım Menkul Değerler );https://www.matriksdata.com/website/matriks-haberler/yorum/5985046-bist-gunluk-bulten-integral-yatirim-menkul-degerler
15.10.2025;09:15;Teknik Bülten  (Kuveyt Türk Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985045-teknik-bulten-kuveyt-turk-yatirim
15.10.2025;09:14;KAP:   [EBEBK ] KAMUYU AYDINLATMA PLATFORMU  Pay Alım Satım Bildirimi;https://www.matriksdata.com/website/matriks-haberler/sirket/5985044-kap-ebebk-kamuyu-aydinlatma-platformu-pay-alim-satim-bildirimi
15.10.2025;09:14;Günlük kripto bülteni (CoinTR);https://www.matriksdata.com/website/matriks-haberler/kripto-paralar/5985043-gunluk-kripto-bulteni-cointr
15.10.2025;09:14;Uluslararası piyasalar bülteni (QNB Invest);https://www.matriksdata.com/website/matriks-haberler/yorum/5985042-uluslararasi-piyasalar-bulteni-qnb-invest
15.10.2025;09:14;KAP: GRP  [ ] ONE PORTFÖY YÖNETİMİ A.Ş.  Şirket Genel Bilgi Formu;https://www.matriksdata.com/website/matriks-haberler/sirket/5985041-kap-grp-one-portfoy-yonetimi-a-s-sirket-genel-bilgi-formu
15.10.2025;09:13;Açığa Satış İşlem Hacmi  (İnfo Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985040-aciga-satis-islem-hacmi-info-yatirim
15.10.2025;09:12;KAP:   [AKSA ] KAMUYU AYDINLATMA PLATFORMU  Pay Alım Satım Bildirimi;https://www.matriksdata.com/website/matriks-haberler/sirket/5985039-kap-aksa-kamuyu-aydinlatma-platformu-pay-alim-satim-bildirimi
15.10.2025;09:12;Fransa'nın 10 yıllık devlet tahvillerinin getirisi 1.7 baz puan düşüş ve %3.389 15 Ağustos'tan beri beri en düşük seviyeye geriledi;https://www.matriksdata.com/website/matriks-haberler/tahvil-bono/5985038-fransa-nin-10-yillik-devlet-tahvillerinin-getirisi-1-7-baz-puan-dusus-ve-3-389-15-agustos-tan-beri-beri-en-dusuk-seviyeye-geriledi
15.10.2025;09:11;CVK Maden İşletmeleri'nin  Maden Ocağı Kapasite Artışı, Cevher Zenginleştirme Tesisi ve Atık Depolama Tesisi Projesi ile İlgili ÇED Süreci Başadı;https://www.matriksdata.com/website/matriks-haberler/enerji/5985037-cvk-maden-isletmeleri-nin-maden-ocagi-kapasite-artisi-cevher-zenginlestirme-tesisi-ve-atik-depolama-tesisi-projesi-ile-ilgili-ced-sureci-basadi
15.10.2025;09:11;NATO Genel Sekreteri Rutte: Müttefikler Ukrayna için Öncelikli Ukrayna Gereksinimleri Listesi (PURL) kapsamında silah alımları için 2 milyar dolar taahhüt etti, diğer ülkelerin de bugün PURL'e katılmasını bekliyorum;https://www.matriksdata.com/website/matriks-haberler/siyasi/5985036-nato-genel-sekreteri-rutte-muttefikler-ukrayna-icin-oncelikli-ukrayna-gereksinimleri-listesi-purl-kapsaminda-silah-alimlari-icin-2-milyar-dolar-taahhut-etti-diger-ulkelerin-de-bugun-purl-e-katilmasini-bekliyorum
15.10.2025;09:11;KAP:   [ENTRA ] KAMUYU AYDINLATMA PLATFORMU  Pay Alım Satım Bildirimi;https://www.matriksdata.com/website/matriks-haberler/sirket/5985035-kap-entra-kamuyu-aydinlatma-platformu-pay-alim-satim-bildirimi
15.10.2025;09:10;Dolar/yen paritesi 7 Ekim'den beri ilk defa 151'in altına düştü;https://www.matriksdata.com/website/matriks-haberler/fx/5985034-dolar-yen-paritesi-7-ekim-den-beri-ilk-defa-151-in-altina-dustu
15.10.2025;09:10;Hisse Önerileri ve Günlük Bülten (PhillipCapital);https://www.matriksdata.com/website/matriks-haberler/yorum/5985033-hisse-onerileri-ve-gunluk-bulten-phillipcapital
15.10.2025;09:09;KAP: FNY QNBIN  [ ] QNB YATIRIM MENKUL DEĞERLER A.Ş.  Pay Dışında Sermaye Piyasası Aracı İşlemlerine İlişkin Bildirim (Faiz İçeren);https://www.matriksdata.com/website/matriks-haberler/sirket/5985032-kap-fny-qnbin-qnb-yatirim-menkul-degerler-a-s-pay-disinda-sermaye-piyasasi-araci-islemlerine-iliskin-bildirim-faiz-iceren
15.10.2025;09:08;VİOP Teknik Bülten  (Ata Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985031-viop-teknik-bulten-ata-yatirim
15.10.2025;09:08;KAP:   [SUNTK ] KAMUYU AYDINLATMA PLATFORMU  Pay Alım Satım Bildirimi;https://www.matriksdata.com/website/matriks-haberler/sirket/5985030-kap-suntk-kamuyu-aydinlatma-platformu-pay-alim-satim-bildirimi
15.10.2025;09:08;Uluslararası Piyasalar Bülteni   (İnfo Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985029-uluslararasi-piyasalar-bulteni-info-yatirim
15.10.2025;09:08;KAP:   [GLRYH GMTAS PHB PSGYO ] KAMUYU AYDINLATMA PLATFORMU  Kamuyu Aydınlatma Platformu Duyurusu;https://www.matriksdata.com/website/matriks-haberler/sirket/5985028-kap-glryh-gmtas-phb-psgyo-kamuyu-aydinlatma-platformu-kamuyu-aydinlatma-platformu-duyurusu
15.10.2025;09:07;Teknik Bülten (Şeker Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985027-teknik-bulten-seker-yatirim
15.10.2025;09:06;KAP:   [ARSAN ] KAMUYU AYDINLATMA PLATFORMU  Pay Alım Satım Bildirimi;https://www.matriksdata.com/website/matriks-haberler/sirket/5985026-kap-arsan-kamuyu-aydinlatma-platformu-pay-alim-satim-bildirimi
15.10.2025;09:05;Günlük Bülten  (Kuveyt Türk Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985023-gunluk-bulten-kuveyt-turk-yatirim
15.10.2025;09:04;Viop Bülten (Şeker Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985022-viop-bulten-seker-yatirim
15.10.2025;09:04;Norveç Hükümeti: Norveç Hükümeti global ekonomideki belirsizliğe rağmen iyi performans gösteriyor;https://www.matriksdata.com/website/matriks-haberler/dis-ekonomi/5985021-norvec-hukumeti-norvec-hukumeti-global-ekonomideki-belirsizlige-ragmen-iyi-performans-gosteriyor
15.10.2025;09:03;Günlük Bülten (ICBC Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985020-gunluk-bulten-icbc-yatirim
15.10.2025;09:03;Putin, Suriye Devlet Başkanı Ahmed El-Şara ile bugün bir araya gelecek - IFX;https://www.matriksdata.com/website/matriks-haberler/siyasi/5985018-putin-suriye-devlet-baskani-ahmed-el-sara-ile-bugun-bir-araya-gelecek-ifx
15.10.2025;09:03;Norveç Hükümeti, gelecek yıl GSYİH'nın %2.1 büyümesini bekliyor (Mayıs tahmin:%+1.6);https://www.matriksdata.com/website/matriks-haberler/dis-ekonomi/5985017-norvec-hukumeti-gelecek-yil-gsyih-nin-2-1-buyumesini-bekliyor-mayis-tahmin-1-6
15.10.2025;09:02;Norveç Hükümeti, bu yıl GSYİH'nın %2.0 büyümesini bekliyor (Mayıs tahmin:%+1.8);https://www.matriksdata.com/website/matriks-haberler/dis-ekonomi/5985016-norvec-hukumeti-bu-yil-gsyih-nin-2-0-buyumesini-bekliyor-mayis-tahmin-1-8
15.10.2025;09:02;Sigorta Sektörü Raporu (Marbaş Menkul Değerler );https://www.matriksdata.com/website/matriks-haberler/yorum/5985015-sigorta-sektoru-raporu-marbas-menkul-degerler
15.10.2025;09:01;KAP: TBY TEBYT  [BNPPI ] TEB YATIRIM MENKUL DEĞERLER A.Ş.  Yatırım Kuruluşu Varant / Sertifika / Senetlerine İlişkin Bildirim;https://www.matriksdata.com/website/matriks-haberler/sirket/5985014-kap-tby-tebyt-bnppi-teb-yatirim-menkul-degerler-a-s-yatirim-kurulusu-varant-sertifika-senetlerine-iliskin-bildirim
15.10.2025;09:00;İsveç'te Eylül ayı TÜFE yıllık %+0.9 (Beklenti: +0.9% önceki:+0.9%);https://www.matriksdata.com/website/matriks-haberler/dis-ekonomi/5985010-isvec-te-eylul-ayi-tufe-yillik-0-9-beklenti-0-9-onceki-0-9
15.10.2025;09:00;ABD dolarının zayıflığının ardında ABD kurumlarına güvenin kaybolması var - VP Bank;https://www.matriksdata.com/website/matriks-haberler/fx/5985009-abd-dolarinin-zayifliginin-ardinda-abd-kurumlarina-guvenin-kaybolmasi-var-vp-bank
15.10.2025;09:00;İsveç'te Eylül ayı TÜFE aylık %0.0 (Beklenti: +0.0% önceki: +0.0%);https://www.matriksdata.com/website/matriks-haberler/dis-ekonomi/5985008-isvec-te-eylul-ayi-tufe-aylik-0-0-beklenti-0-0-onceki-0-0
15.10.2025;08:59;Sabah Stratejisi  (Ziraat Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985007-sabah-stratejisi-ziraat-yatirim
15.10.2025;08:59;BIST-100 ve Yıldız Pazar Teknik Göstergeleri (Gedik Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985006-bist-100-ve-yildiz-pazar-teknik-gostergeleri-gedik-yatirim
15.10.2025;08:58;Günlük Öneri, Destek Direnç Tablosu ve Yabancı Takas Raporu  (Gedik Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985005-gunluk-oneri-destek-direnc-tablosu-ve-yabanci-takas-raporu-gedik-yatirim
15.10.2025;08:57;Günlük Bülten  (Gedik Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985004-gunluk-bulten-gedik-yatirim
15.10.2025;08:56;BIST100 Teknik Bülten  (Ata Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985003-bist100-teknik-bulten-ata-yatirim
15.10.2025;08:56;Günlük Bülten (Tera Yatırım );https://www.matriksdata.com/website/matriks-haberler/yorum/5985002-gunluk-bulten-tera-yatirim
15.10.2025;08:55;Çin, deflasyon eğilimine rağmen para politikasını gevşetmekte acele etmeyebilir - ING;https://www.matriksdata.com/website/matriks-haberler/fx/5985001-cin-deflasyon-egilimine-ragmen-para-politikasini-gevsetmekte-acele-etmeyebilir-ing
15.10.2025;08:54;Günlük Bülten (Destek Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5985000-gunluk-bulten-destek-yatirim
15.10.2025;08:53;VİOP Bülten (InvestAZ Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5984999-viop-bulten-investaz-yatirim
15.10.2025;08:53;Yuan'ın direnci, ABD tarife risklerine rağmen sürecek - Goldman Sachs;https://www.matriksdata.com/website/matriks-haberler/fx/5984998-yuan-in-direnci-abd-tarife-risklerine-ragmen-surecek-goldman-sachs
15.10.2025;08:52;FX Bülten (InvestAZ Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5984997-fx-bulten-investaz-yatirim
15.10.2025;08:51;Günlük bülten (Yapı Kredi Bankası);https://www.matriksdata.com/website/matriks-haberler/yorum/5984996-gunluk-bulten-yapi-kredi-bankasi
15.10.2025;08:50;Odine, G.Afrika'lı mobil operatör Cell C ile, yapay zekâ destekli kesintisiz bağlantı teknolojilerinin geliştirilmesi ve bu teknolojilerin müşteri gereksinimlerine uygunluğunun test edilmesine yönelik çalışma yürütülmesi konusunda mutabakata vardı;https://www.matriksdata.com/website/matriks-haberler/sirket/5984995-odine-g-afrika-li-mobil-operator-cell-c-ile-yapay-zek-destekli-kesintisiz-baglanti-teknolojilerinin-gelistirilmesi-ve-bu-teknolojilerin-musteri-gereksinimlerine-uygunlugunun-test-edilmesine-yonelik-calisma-yurutulmesi-konusunda-mutabakata-vardi
15.10.2025;08:49;Sabah Bülteni (TFG Istanbul Menkul Değerler );https://www.matriksdata.com/website/matriks-haberler/yorum/5984994-sabah-bulteni-tfg-istanbul-menkul-degerler
15.10.2025;08:48;KAP: ODINE  [ ] ODİNE SOLUTİONS TEKNOLOJİ TİCARET VE SANAYİ A.Ş.  Yeni İş İlişkisi;https://www.matriksdata.com/website/matriks-haberler/sirket/5984993-kap-odine-odine-solutions-teknoloji-ticaret-ve-sanayi-a-s-yeni-is-iliskisi
15.10.2025;08:47;Teknik bülten (İş Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5984992-teknik-bulten-is-yatirim
15.10.2025;08:42;Günlük Bülten (Halk Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5984991-gunluk-bulten-halk-yatirim
15.10.2025;08:38;Yurt İçi Günlük Bülten (Ikon Menkul);https://www.matriksdata.com/website/matriks-haberler/fx/5984987-yurt-ici-gunluk-bulten-ikon-menkul
15.10.2025;08:37;Günlük Bülten  (NCM Investment);https://www.matriksdata.com/website/matriks-haberler/yorum/5984986-gunluk-bulten-ncm-investment
15.10.2025;08:37;Günlük yabancı oranları (İş Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5984985-gunluk-yabanci-oranlari-is-yatirim
15.10.2025;08:37;VİOP Günlük Bülten (Gedik Yatırım);https://www.matriksdata.com/website/matriks-haberler/yorum/5984984-viop-gunluk-bulten-gedik-yatirim
15.10.2025;08:36;Apple, Çin’e olan üretim bağımlılığını azaltmak amacıyla Vietnam’daki üretim faaliyetlerini genişletmeye hazırlanıyor;https://www.matriksdata.com/website/matriks-haberler/sirket/5984983-apple-cin-e-olan-uretim-bagimliligini-azaltmak-amaciyla-vietnam-daki-uretim-faaliyetlerini-genisletmeye-hazirlaniyor
15.10.2025;08:34;Japonya'nın 30 yıllık devlet tahvillerinin getirisi 5.5 baz puan düşüşle %3.170;https://www.matriksdata.com/website/matriks-haberler/tahvil-bono/5984981-japonya-nin-30-yillik-devlet-tahvillerinin-getirisi-5-5-baz-puan-dususle-3-170
15.10.2025;08:33;Günlük Hisse Önerileri (Alternatif Menkul Değerler);https://www.matriksdata.com/website/matriks-haberler/yorum/5984980-gunluk-hisse-onerileri-alternatif-menkul-degerler
15.10.2025;08:33;Eurostoxx 50 vadeli işlemlerinde artış devam ediyor: %+1.26, Dax %+0.44, FTSE %+0.43;https://www.matriksdata.com/website/matriks-haberler/dis-ekonomi/5984979-eurostoxx-50-vadeli-islemlerinde-artis-devam-ediyor-1-26-dax-0-44-ftse-0-43
15.10.2025;08:32;Günlük Bülten  (A1 Capital);https://www.matriksdata.com/website/matriks-haberler/yorum/5984978-gunluk-bulten-a1-capital
15.10.2025;08:31;Holding Bülteni (Marbaş Menkul Değerler );https://www.matriksdata.com/website/matriks-haberler/yorum/5984977-holding-bulteni-marbas-menkul-degerler
15.10.2025;08:31;Nasdaq vadeli işlemlerinde yükseliş devam ediyor %+0.6, S&P 500 %+0.4;https://www.matriksdata.com/website/matriks-haberler/dis-ekonomi/5984976-nasdaq-vadeli-islemlerinde-yukselis-devam-ediyor-0-6-s-p-500-0-4
